region,sector,subsector,abraded,edge_damage,technological_class,completeness,size_class,cortex,platform_type,blade_section,retouched_tool_type,retouch_mode,sheen,count,notes,survey_pass
A1,A1-14,A1-14-10,1,2,3,1,3,0,2,,14,S,1,1,P. FUSELL,NO
A1,A1-14,A1-14-10,1,2,12,1,3,0,,,,,1,1,,NO
A1,A1-14,A1-14-10,1,1,3,2,2,0,2,,,,1,1,,NO
A1,A1-14,A1-14-10,1,2,3,2,2,1,2,,,,PATINA,1,,NO
A1,A1-14,A1-14-10,1,1,3,2,2,1,1,,,,1,1,,NO
A1,A1-14,A1-14-10,1,2,3,1,2,0,2,,,,1,1,,NO
A1,A1-14,A1-14-10,1,2,3,1,2,0,2,,,,PATINA,1,,NO
A1,A1-14,A1-14-10,1,3,3,2,2,0,2,,,,1,1,,NO
A1,A1-14,A1-14-10,1,2,3,2,2,0,3,,,,PATINA,1,DÏEDRE,NO
A1,A1-14,A1-14-10,1,2,3,2,1,0,2,,,,1,1,,NO
A1,A1-14,A1-14-10,1,2,3,2,1,0,2,,,,1,1,,NO
A1,A1-14,A1-14-10,1,1,3,1,1,2,1,,,,1,1,,NO
A1,A1-14,A1-14-10,1,2,3,2,2,0,2,,,,1,1,,NO
A1,A1-14,A1-14-10,1,2,3,2,1,0,2,,,,1,1,,NO
A1,A1-14,A1-14-10,1,2,6,2,3,0,0,,,,1,1,,NO
A1,A1-14,A1-14-10,1,2,6,1,2,0,0,,,,1,2,,NO
A1,A1-14,A1-14-10,1,2,6,1,1,0,0,,,,1,2,,NO
A1,A1-14,A1-14-2,1,2,3,1,2,0,2,,,,1,1,,NO
A1,A1-14,A1-14-2,1,2,3,1,2,0,2,,,,1,1,,NO
A1,A1-14,A1-14-2,1,2,3,2,2,0,2,,,,PATINA,1,,NO
A1,A1-14,A1-14-2,2,3,6,1,1,0,0,,,,1,1,,NO
A1,A1-14,A1-14-2,1,2,6,1,2,0,0,,,,1,2,,NO
A1,A1-14,A1-14-3,1,2,3,2,2,3,2,,3,S,1,1,,NO
A1,A1-14,A1-14-3,1,2,12,1,3,1,,,,,1,1,,NO
A1,A1-14,A1-14-3,1,2,12,1,3,0,,,,,1,1,,NO
A1,A1-14,A1-14-3,1,2,12,1,3,1,,,,,1,1,,NO
A1,A1-14,A1-14-3,1,2,3,2,2,0,2,,,,1,1,,NO
A1,A1-14,A1-14-3,1,2,3,1,2,2,2,,,,1,1,,NO
A1,A1-14,A1-14-3,1,2,3,1,1,0,2,,,,1,1,,NO
A1,A1-14,A1-14-4,1,1,3,2,3,0,2,,,,1,1,,NO
A1,A1-14,A1-14-4,1,2,3,1,2,2,2,,,,PATINA,1,,NO
A1,A1-14,A1-14-4,1,1,3,1,2,3,2,,,,PATINA,1,,NO
A1,A1-14,A1-14-4,1,2,3,1,2,0,2,,,,PATINA,1,,NO
A1,A1-14,A1-14-4,1,2,3,2,2,0,2,,,,PATINA,1,,NO
A1,A1-14,A1-14-4,1,3,3,2,2,0,2,,,,PATINA,1,,NO
A1,A1-14,A1-14-4,1,3,6,1,1,0,0,,,,1,1,,NO
A1,A1-14,A1-14-4,1,3,6,1,3,1,0,,,,1,1,,NO
A1,A1-14,A1-14-5,1,2,5,2,2,2,2,1,,,1,1,,NO
A1,A1-14,A1-14-5,1,2,3,1,2,0,2,,,,1,1,,NO
A1,A1-14,A1-14-5,1,2,3,1,2,0,2,,,,1,1,,NO
A1,A1-14,A1-14-5,1,2,3,2,3,1,2,,,,PATINA,1,,NO
A1,A1-14,A1-14-5,1,3,3,1,2,0,2,,,,PATINA,1,,NO
A1,A1-14,A1-14-5,1,1,3,2,2,0,2,,,,1,1,,NO
A1,A1-14,A1-14-5,1,2,3,2,2,3,2,,,,PATINA,1,,NO
A1,A1-14,A1-14-5,1,2,3,2,2,1,2,,,,1,1,,NO
A1,A1-14,A1-14-5,1,3,6,1,1,0,0,,,,1,1,,NO
A1,A1-14,A1-14-5,1,2,6,1,1,0,0,,,,1,1,,NO
A1,A1-14,A1-14-5,1,2,6,1,2,0,0,,,,1,4,,NO
A1,A1-14,A1-14-5,1,3,6,1,2,0,0,,,,1,1,,NO
A1,A1-14,A1-14-5,1,3,6,2,2,0,0,,,,1,1,,NO
A1,A1-14,A1-14-6,1,3,3,1,2,0,2,,,,1,1,,NO
A1,A1-14,A1-14-6,1,2,3,2,1,0,2,,,,1,1,,NO
A1,A1-14,A1-14-6,1,2,3,2,1,0,2,,,,1,1,,NO
A1,A1-14,A1-14-6,1,2,3,1,3,0,2,,,,1,1,,NO
A1,A1-14,A1-14-6,1,2,3,2,2,0,0,,,,1,1,,NO
A1,A1-14,A1-14-6,1,2,6,2,1,0,0,,,,1,1,,NO
A1,A1-14,A1-14-6,1,3,6,1,1,0,0,,,,1,1,,NO
A1,A1-14,A1-14-6,1,2,6,1,1,0,0,,,,1,3,,NO
A1,A1-14,A1-14-6,1,2,6,1,2,0,0,,,,1,2,,NO
A1,A1-14,A1-14-6,1,3,6,1,2,0,0,,,,1,1,,NO
A1,A1-14,A1-14-6,1,2,6,1,2,2,0,,,,1,2,,NO
A1,A1-14,A1-14-6,1,2,6,1,3,2,0,,,,1,1,,NO
A1,A1-14,A1-14-6,1,3,6,1,3,0,0,,,,1,1,,NO
A1,A1-14,A1-14-6,1,2,6,2,3,2,0,,,,1,1,,NO
A1,A1-14,A1-14-7,1,2,13,1,2,0,,,,,PATINA,1,,NO
A1,A1-14,A1-14-7,1,2,12,2,3,0,,,,,1,1,,NO
A1,A1-14,A1-14-7,1,1,3,2,2,0,2,,,,1,1,,NO
A1,A1-14,A1-14-7,1,2,3,1,2,0,2,,,,1,1,,NO
A1,A1-14,A1-14-7,1,2,3,2,2,0,2,,,,1,1,,NO
A1,A1-14,A1-14-7,1,2,3,1,2,1,2,,,,PATINA,1,,NO
A1,A1-14,A1-14-7,1,2,3,1,3,0,2,,,,1,1,,NO
A1,A1-14,A1-14-7,1,2,3,1,1,0,2,,,,1,1,,NO
A1,A1-14,A1-14-7,1,2,3,2,2,1,2,,,,PATINA,1,,NO
A1,A1-14,A1-14-7,1,2,3,1,2,1,2,,,,1,1,,NO
A1,A1-14,A1-14-7,1,1,3,2,2,0,2,,,,1,1,,NO
A1,A1-14,A1-14-7,1,2,3,2,2,1,3,,,,1,1,FACETAT,NO
A1,A1-14,A1-14-7,1,2,6,1,1,0,0,,,,1,1,,NO
A1,A1-14,A1-14-7,1,2,6,1,2,0,0,,,,1,1,,NO
A1,A1-14,A1-14-7,1,2,6,1,2,2,0,,,,1,1,,NO
A1,A1-14,A1-14-8,1,2,3,2,1,3,,,14,S,1,1,,NO
A1,A1-14,A1-14-8,1,2,3,1,2,0,2,,14,S,1,1,P. FUSELL,NO
A1,A1-14,A1-14-8,1,2,5,2,2,0,2,,,,PATINA,1,,NO
A1,A1-14,A1-14-8,1,3,5,2,1,0,2,2,,,PATINA,1,,NO
A1,A1-14,A1-14-8,1,2,4,2,2,2,2,2,,,1,1,,NO
A1,A1-14,A1-14-8,2,3,4,2,2,0,2,2,,,PATINA,1,,NO
A1,A1-14,A1-14-8,1,2,3,2,1,0,2,,,,PATINA,1,,NO
A1,A1-14,A1-14-8,1,2,3,1,2,0,2,,,,1,1,,NO
A1,A1-14,A1-14-8,1,2,3,2,2,0,0,,,,1,1,,NO
A1,A1-14,A1-14-8,1,2,3,1,2,0,2,,,,PATINA,1,,NO
A1,A1-14,A1-14-8,1,1,3,2,1,2,1,,,,1,1,,NO
A1,A1-14,A1-14-8,1,2,3,2,3,0,2,,,,1,1,,NO
A1,A1-14,A1-14-8,1,2,3,1,2,3,1,,,,1,1,,NO
A1,A1-14,A1-14-8,1,2,3,2,2,0,3,,,,PATINA,1,FACETAT,NO
A1,A1-14,A1-14-8,1,2,3,2,2,1,2,,,,1,1,,NO
A1,A1-14,A1-14-8,1,2,3,1,1,1,2,,,,1,1,,NO
A1,A1-14,A1-14-8,1,2,3,2,2,1,2,,,,1,1,,NO
A1,A1-14,A1-14-8,1,1,3,2,2,0,2,,,,1,1,,NO
A1,A1-14,A1-14-8,1,3,3,2,2,0,2,,,,PATINA,1,,NO
A1,A1-14,A1-14-8,1,3,3,2,2,2,2,,,,PATINA,1,,NO
A1,A1-14,A1-14-8,1,1,6,2,3,0,0,,,,1,1,,NO
A1,A1-14,A1-14-8,1,2,6,1,3,2,0,,,,1,1,,NO
A1,A1-14,A1-14-8,1,1,6,1,1,0,0,,,,1,1,,NO
A1,A1-14,A1-14-8,1,2,6,1,1,0,0,,,,1,3,,NO
A1,A1-14,A1-14-8,1,2,6,1,1,1,0,,,,1,2,,NO
A1,A1-14,A1-14-8,1,2,6,1,2,2,0,,,,1,2,,NO
A1,A1-14,A1-14-8,1,2,6,2,2,1,0,,,,1,2,,NO
A1,A1-14,A1-14-8,1,3,6,1,2,1,0,,,,1,1,,NO
A1,A1-14,A1-14-8,1,2,6,1,2,1,0,,,,1,3,,NO
A1,A1-14,A1-14-8,1,2,6,2,2,0,0,,,,1,3,,NO
A1,A1-14,A1-14-8,1,1,6,2,2,0,0,,,,1,1,,NO
A1,A1-14,A1-14-8,1,3,6,1,2,0,0,,,,1,1,,NO
A1,A1-14,A1-14-8,1,2,6,1,2,0,0,,,,1,12,,NO
A1,A1-14,A1-14-8,1,1,6,1,2,0,0,,,,1,1,,NO
A1,A1-14,A1-14-9,1,2,3,1,2,0,2,,14,S,1,1,,NO
A1,A1-14,A1-14-9,1,1,3,1,2,0,2,,14,S,1,1,P. FUSELL,NO
A1,A1-14,A1-14-9,1,2,11,1,3,2,,,,,1,1,,NO
A1,A1-14,A1-14-9,1,2,5,2,2,0,2,3,,,1,1,,NO
A1,A1-14,A1-14-9,1,2,5,2,1,2,0,1,,,1,1,,NO
A1,A1-14,A1-14-9,1,1,5,2,1,0,2,3,,,1,1,,NO
A1,A1-14,A1-14-9,1,2,3,1,2,0,2,,,,1,1,,NO
A1,A1-14,A1-14-9,1,1,3,1,1,3,2,,,,PATINA,1,,NO
A1,A1-14,A1-14-9,1,2,3,1,3,0,2,,,,1,1,,NO
A1,A1-14,A1-14-9,1,2,3,1,2,0,2,,,,1,1,,NO
A1,A1-14,A1-14-9,1,2,3,2,1,0,2,,,,1,1,,NO
A1,A1-14,A1-14-9,1,1,3,2,1,0,2,,,,1,1,,NO
A1,A1-14,A1-14-9,1,2,3,1,2,1,2,,,,1,1,,NO
A1,A1-14,A1-14-9,1,2,3,1,3,0,2,,,,1,1,,NO
A1,A1-14,A1-14-9,1,2,3,1,2,0,2,,,,PATINA,1,,NO
A1,A1-14,A1-14-9,,,6,,,,,,,,1,14,,NO
A1,A1-14,A1-14-9,1,3,6,1,3,0,0,,,,1,1,,NO
A1,A1-14,A1-14-9,1,2,6,2,1,1,0,,,,1,1,,NO
A1,A1-14,A1-14-9,1,2,6,1,1,0,0,,,,1,2,,NO
A1,A1-14,A1-14-9,1,3,6,1,2,2,0,,,,1,1,,NO
A1,A1-14,A1-14-9,1,2,6,1,2,3,0,,,,1,1,,NO
A1,A1-14,A1-14-9,1,3,6,1,2,0,0,,,,1,1,,NO
A1,A1-14,A1-14-9,1,2,6,1,2,0,0,,,,1,5,,NO
A1,A1-14,A1-14-9,1,2,6,2,2,0,0,,,,1,2,,NO
A1,A1-14,A1-14-9a,1,2,3,2,3,0,2,,,,1,1,,SI
A1,A1-14,A1-14-9a,1,2,3,1,2,0,2,,,,PATINA,1,,SI
A1,A1-14,A1-14-9a,1,2,3,2,2,0,2,,,,1,1,,SI
A1,A1-14,A1-14-9a,1,2,3,2,2,0,2,,,,1,1,,SI
A1,A1-14,A1-14-9a,2,3,6,1,2,1,0,,,,1,1,,SI
A1,A1-14,A1-14-9a,1,3,6,1,2,0,0,,,,1,1,,SI
A1,A1-14,A1-14-9a,1,3,6,2,2,0,0,,,,1,1,,SI
A1,A1-14,A1-14-9a,1,2,6,1,2,0,0,,,,1,3,,SI
A1,A1-14,A1-14-9a,1,2,6,2,2,0,0,,,,1,2,,SI
A1,A1-14,A1-14-9a,1,2,6,2,1,0,0,,,,1,3,,SI
A1,A1-14,A1-14-9a,1,2,6,1,1,0,0,,,,1,7,,SI
A1,A1-14,A1-14-9a,1,2,6,2,1,3,0,,,,1,1,,SI
A1,A1-14,A1-14-9b,1,2,3,1,1,0,2,,3,S,1,1,,SI
A1,A-14,A1-14-9b,1,2,5,2,2,0,0,1,,,1,1,,SI
A1,A1-14,A1-14-9b,1,2,5,2,1,0,0,2,,,1,1,,SI
A1,A1-14,A1-14-9b,1,2,12,1,2,0,,,,,1,1,,SI
A1,A1-14,A1-14-9b,1,2,3,1,2,2,2,,,,PATINA,1,,SI
A1-,A1-14,A1-14-9b,1,2,3,1,2,0,2,,,,1,1,,SI
A1,A1-14,A1-14-9b,1,2,3,1,2,1,2,,,,1,1,,SI
A1,A1-14,A1-14-9b,1,2,3,2,2,0,2,,,,PATINA,1,,SI
A1,A1-14,A1-14-9b,1,2,3,1,2,0,2,,,,1,1,,SI
A1,A1-14,A1-14-9b,1,2,3,2,2,1,0,,,,1,1,,SI
A1,A1-14,A1-14-9b,1,2,3,2,2,0,0,,,,PATINA,1,,SI
A1,A1-14,A1-14-9b,1,2,3,2,2,0,2,,,,1,1,,SI
A1,A1-14,A1-14-9b,1,2,3,2,1,0,1,,,,1,1,,SI
A1,A1-14,A1-14-9b,1,2,3,2,1,0,2,,,,1,1,,SI
A1,A1-14,A1-14-9b,1,2,3,1,1,2,2,,,,1,1,,SI
A1,A1-14,A1-14-9b,1,1,3,1,1,0,2,,,,1,1,,SI
A1,A1-14,A1-14-9b,1,1,3,2,1,0,2,,,,1,1,,SI
A1,A1-14,A1-14-9b,1,3,6,1,3,2,0,,,,1,1,,SI
A1,A1-14,A1-14-9b,1,3,6,1,3,0,0,,,,1,1,,SI
A1,A1-14,A1-14-9b,1,2,6,1,3,0,0,,,,1,1,,SI
A1,A1-14,A1-14-9b,2,3,6,2,2,0,0,,,,1,1,,SI
A1,A1-14,A1-14-9b,1,3,6,2,2,0,0,,,,1,1,,SI
A1,A1-14,A1-14-9b,1,2,6,2,2,0,0,,,,1,5,,SI
A1,A1-14,A1-14-9b,1,3,6,1,2,0,0,,,,1,3,,SI
A1,A1-14,A1-14-9b,1,2,6,1,2,0,0,,,,1,10,,SI
A1,A1-14,A1-14-9b,1,2,6,2,2,2,0,,,,1,2,,SI
A1,A1-14,A1-14-9b,1,2,6,1,1,0,0,,,,1,10,,SI
A1,A1-14,A1-14-9b,1,2,6,2,1,0,0,,,,1,7,,SI
A1,A1-14,A1-14-9b,1,2,6,1,1,2,0,,,,1,2,,SI
A1,A1-14,A1-14-9c,1,2,3,2,2,3,2,,,,PATINA,1,,SI
A1,A1-14,A1-14-9c,1,2,6,2,2,0,0,,,,1,1,,SI
A1,A1-14,A1-14-9c,1,2,6,1,2,0,0,,,,1,3,,SI
A1,A1-14,A1-14-9c,1,3,6,1,2,0,0,,,,1,1,,SI
A1,A1-14,A1-14-9c,1,2,6,1,2,2,0,,,,1,1,,SI
A1,A1-14,A1-14-9c,1,2,6,2,1,0,0,,,,1,1,,SI
A1,A1-14,A1-14-9c,1,2,6,1,1,0,0,,,,1,1,,SI
A1,A1-14,A1-14-9c,1,2,6,1,1,2,0,,,,1,2,,SI
A1,A1-17,A1-17-1a,1,2,12,1,2,0,0,,,,1,1,,NO
A1,A1-17,A1-17-1a,1,2,3,2,2,0,0,,,,1,1,CREMAT,NO
A1,A1-17,A1-17-1a,1,2,3,2,3,1,2,,,,1,1,,NO
A1,A1-17,A1-17-1a,1,2,3,2,2,0,0,,,,1,1,,NO
A1,A1-17,A1-17-1a,1,2,6,2,2,0,0,,,,1,1,,NO
A1,A1-17,A1-17-1a,1,2,6,1,2,1,0,,,,1,2,,NO
A1,A1-17,A1-17-1b,1,2,3,1,3,2,2,,3,S,1,1,,NO
A1,A1-17,A1-17-1b,1,2,5,2,1,0,1,3,,,1,1,,NO
A1,A1-17,A1-17-1b,1,2,3,2,2,2,0,,,,1,1,,NO
A1,A1-17,A1-17-1b,1,2,3,2,2,2,2,,,,1,1,,NO
A1,A1-17,A1-17-1b,1,2,3,1,1,0,2,,,,1,1,,NO
A1,A1-17,A1-17-1b,1,1,3,2,2,1,2,,,,1,2,,NO
A1,A1-17,A1-17-1b,1,2,3,1,2,1,2,,,,PATINA,1,,NO
A1,A1-17,A1-17-1b,1,1,3,1,2,3,2,,,,1,1,,NO
A1,A1-17,A1-17-1b,1,2,3,2,2,0,2,,,,1,1,,NO
A1,A1-17,A1-17-1b,1,2,3,1,2,2,2,,,,1,1,,NO
A1,A1-17,A1-17-1b,1,2,3,1,2,1,3,,,,1,1,FACETAT,NO
A1,A1-17,A1-17-1b,1,3,3,1,2,2,2,,,,1,1,,NO
A1,A1-17,A1-17-1b,1,3,3,1,3,3,1,,,,1,1,,NO
A1,A1-17,A1-17-1b,1,1,3,2,1,2,2,,,,1,1,,NO
A1,A1-17,A1-17-1b,1,1,3,1,1,2,2,,,,1,1,,NO
A1,A1-17,A1-17-1b,1,2,12,2,3,2,,,,,1,1,,NO
A1,A1-17,A1-17-1b,1,2,6,1,3,2,0,,,,1,2,,NO
A1,A1-17,A1-17-1b,1,2,3,1,1,2,2,,14,S,1,1,,SI
A1,A1-17,A1-17-1b,1,2,12,1,2,1,0,,,,1,1,,SI
A1,A1-17,A1-17-1b,1,2,12,1,3,1,,,,,1,1,,SI
A1,A1-17,A1-17-1b,1,2,12,1,3,2,,,,,1,1,,SI
A1,A1-17,A1-17-1b,1,3,3,1,2,0,2,,,,1,1,,SI
A1,A1-17,A1-17-1b,1,2,3,1,2,2,2,,,,1,1,,SI
A1,A1-17,A1-17-1b,1,2,3,2,2,3,2,,,,1,1,,SI
A1,A1-17,A1-17-1b,1,2,3,1,1,0,2,,,,1,1,,SI
A1,A1-17,A1-17-1b,1,2,3,2,1,0,2,,,,1,1,,SI
A1,A1-17,A1-17-1b,1,2,3,2,1,0,2,,,,1,1,,SI
A1,A1-17,A1-17-1b,1,3,3,1,1,0,2,,,,1,1,,SI
A1,A1-17,A1-17-1b,1,2,6,2,1,0,0,,,,1,2,,SI
A1,A1-17,A1-17-1b,1,2,6,2,3,2,0,,,,1,2,,NO
A1,A1-17,A1-17-1b,1,3,6,1,2,0,0,,,,1,2,,NO
A1,A1-17,A1-17-1b,1,2,6,1,2,0,0,,,,1,2,,NO
A1,A1-17,A1-17-1b,1,2,6,1,2,2,0,,,,1,2,,NO
A1,A1-17,A1-17-1b,1,2,6,2,2,0,0,,,,1,2,,NO
A1,A1-17,A1-17-1b,1,1,6,2,1,0,0,,,,1,1,,NO
A1,A1-17,A1-17-1b,1,2,6,1,1,0,0,,,,1,5,,NO
A1,A1-17,A1-17-1b,1,2,6,1,2,0,0,,,,1,1,,SI
A1,A1-17,A1-17-1b,1,2,6,1,2,2,0,,,,1,1,,SI
A1,A1-17,A1-17-1c,1,2,3,2,2,0,0,,3,S,1,1,,NO
A1,A1-17,A1-17-1c,1,2,12,1,2,0,,,,,1,1,,NO
A1,A1-17,A1-17-1c,1,3,3,1,2,1,3,,,,1,1,DÏEDRE,NO
A1,A1-17,A1-17-1c,1,2,3,2,2,0,2,,,,1,1,,NO
A1,A1-17,A1-17-1c,1,1,3,2,2,2,2,,,,1,1,,NO
A1,A1-17,A1-17-1c,1,3,3,2,1,0,3,,,,1,1,FACETAT,NO
A1,A1-17,A1-17-1c,1,2,3,2,2,0,2,,,,1,1,,NO
A1,A1-17,A1-17-1c,1,3,3,1,3,0,2,,,,1,1,,NO
A1,A1-17,A1-17-1c,2,3,6,2,3,0,0,,,,1,1,,NO
A1,A1-17,A1-17-1c,1,2,3,2,2,0,2,,,,1,1,,SI
A1,A1-17,A1-17-1c,1,1,3,1,1,0,2,,,,1,1,,SI
A1,A1-17,A1-17-1c,1,1,3,1,1,2,2,,,,1,1,,SI
A1,A1-17,A1-17-1c,1,3,3,2,1,3,0,,,,1,1,,SI
A1,A1-17,A1-17-1c,1,2,6,1,1,0,0,,,,1,2,,SI
A1,A1-17,A1-17-1c,1,2,6,1,1,0,0,,,,1,1,,NO
A1,A1-17,A1-17-1c,1,2,6,1,2,0,0,,,,1,1,,SI
A1,A1-17,A1-17-1c,1,2,6,2,2,0,0,,,,1,1,,SI
A1,A1-17,A1-17-1d,1,1,4,2,2,0,0,3,,,1,1,,NO
A1,A1-17,A1-17-1d,1,2,3,2,2,1,0,,,,1,1,,NO
A1,A1-17,A1-17-1d,1,3,3,1,3,2,2,,,,1,1,,NO
A1,A1-17,A1-17-2a,1,2,3,1,2,0,3,,5,S,1,1,FACETAT?,NO
A1,A1-17,A1-17-2a,1,2,3,2,2,0,2,,14,S,1,1,,NO
A1,A1-17,A1-17-2a,1,1,12,2,1,0,,,,,1,1,,NO
A1,A1-17,A1-17-2a,1,3,3,1,2,1,2,,,,1,1,,NO
A1,A1-17,A1-17-2a,1,2,3,1,2,0,2,,,,1,1,,NO
A1,A1-17,A1-17-2a,1,1,5,2,1,0,2,3,,,1,1,,NO
A1,A1-17,A1-17-2b,1,2,3,2,2,2,0,,3,S,1,1,,NO
A1,A1-17,A1-17-2b,1,2,3,2,2,1,0,,14,S,1,1,,NO
A1,A1-17,A1-17-2b,1,3,11,1,2,1,,,,,1,1,,NO
A1,A1-17,A1-17-2b,1,2,3,2,2,0,0,,,,1,1,,NO
A1,A1-17,A1-17-2b,1,1,6,2,1,3,0,,,,1,1,,NO
A1,A1-17,A1-17-2b,1,1,3,2,2,3,2,,,,1,1,,NO
A1,A1-17,A1-17-2b,1,2,3,1,1,3,2,,,,1,1,,NO
A1,A1-17,A1-17-2b,1,2,3,2,3,0,2,,,,1,1,,NO
A1,A1-17,A1-17-2b,1,2,3,1,3,0,2,,,,1,1,,NO
A1,A1-17,A1-17-2b,1,1,3,2,1,0,3,,,,1,1,DÏEDRE,NO
A1,A1-17,A1-17-2b,1,2,3,2,1,0,2,,,,1,1,,NO
A1,A1-17,A1-17-2b,1,1,3,2,2,1,0,,,,1,1,,NO
A1,A1-17,A1-17-2b,1,2,3,1,2,2,0,,,,1,1,,NO
A1,A1-17,A1-17-2b,1,2,3,2,2,0,2,,,,PATINA,1,,NO
A1,A1-17,A1-17-2b,1,2,3,1,2,0,2,,,,PATINA,1,,NO
A1,A1-17,A1-17-2b,1,2,3,2,2,0,2,,,,1,1,,NO
A1,A1-17,A1-17-2b,1,2,6,2,1,0,0,,,,1,1,,NO
A1,A1-17,A1-17-2b,1,2,6,1,2,2,0,,,,1,1,,NO
A1,A1-17,A1-17-2b,1,2,6,2,2,2,0,,,,1,1,,NO
A1,A1-17,A1-17-2b,1,2,6,1,2,0,0,,,,1,3,,NO
A1,A1-17,A1-17-2b,1,1,6,1,1,0,0,,,,1,1,,NO
A1,A1-17,A1-17-2c,1,1,3,2,1,0,2,,,,1,1,,NO
A1,A1-17,A1-17-2c,,,6,,,,,,,,1,1,,NO
A1,A1-17,A1-17-2d,1,2,3,2,2,1,2,,,,1,1,,NO
A1,A1-17,A1-17-2d,1,2,3,1,3,2,2,,,,1,1,,NO
A1,A1-17,A1-17-2d,1,2,3,1,2,1,2,,,,1,1,,NO
A1,A1-17,A1-17-2d,1,2,6,1,2,0,0,,,,1,2,,NO
A1,A1-18,A1-18-1a,1,2,12,1,3,2,,,,,1,1,,NO
A1,A1-18,A1-18-1a,1,3,5,1,3,0,2,2,,,1,1,,NO
A1,A1-18,A1-18-1b,1,1,6,2,2,1,0,,14,S,1,1,,NO
A1,A1-18,A1-18-1b,1,2,4,2,2,2,0,3,,,1,1,,NO
A1,A1-18,A1-18-1b,1,2,4,2,1,0,0,1,,,1,1,,NO
A1,A1-18,A1-18-1b,1,2,12,1,3,2,,,,,1,1,,NO
A1,A1-18,A1-18-1b,1,2,12,1,3,2,,,,,1,1,,NO
A1,A1-18,A1-18-1b,1,3,12,1,3,2,,,,,1,1,,NO
A1,A1-18,A1-18-1b,1,2,13,1,2,2,,,,,1,1,,NO
A1,A1-18,A1-18-1b,1,2,3,1,2,0,2,,,,1,1,,NO
A1,A1-18,A1-18-1b,1,2,3,2,2,0,2,,,,1,1,,NO
A1,A1-18,A1-18-1b,1,2,3,2,1,2,0,,,,1,1,,NO
A1,A1-18,A1-18-1b,1,2,3,1,2,2,2,,,,1,1,,NO
A1,A1-18,A1-18-1b,1,2,3,2,2,0,3,,,,1,1,DÏEDRE,NO
A1,A1-18,A1-18-1b,1,1,3,1,2,1,2,,,,1,1,,NO
A1,A1-18,A1-18-1b,1,2,3,1,2,1,2,,,,1,1,,NO
A1,A1-18,A1-18-1b,1,2,3,2,2,1,2,,,,1,1,,NO
A1,A1-18,A1-18-1b,1,2,6,1,1,0,0,,,,1,5,,NO
A1,A1-18,A1-18-1b,1,2,12,1,2,1,,,,,1,1,,SI
A1,A1-18,A1-18-1b,1,3,3,2,2,3,2,,,,1,1,,SI
A1,A1-18,A1-18-1b,1,2,3,1,2,2,2,,,,1,2,,SI
A1,A1-18,A1-18-1b,1,2,3,2,2,1,2,,,,1,1,,NO
A1,A1-18,A1-18-1b,1,3,6,1,3,2,0,,,,1,1,,SI
A1,A1-18,A1-18-1b,1,2,6,2,1,0,0,,,,1,1,,NO
A1,A1-18,A1-18-1b,1,1,6,1,2,0,0,,,,1,1,,NO
A1,A1-18,A1-18-1b,1,2,6,1,2,0,0,,,,1,1,,NO
A1,A1-18,A1-18-1b,1,2,6,2,2,0,0,,,,1,1,,NO
A1,A1-18,A1-18-1b,1,2,6,1,2,2,0,,,,1,1,,NO
A1,A1-18,A1-18-2a,1,2,6,2,2,1,0,,5,S,1,1,,NO
A1,A1-18,A1-18-2a,1,2,5,1,2,0,2,3,,,1,1,jasp,NO
A1,A1-18,A1-18-2a,1,2,5,1,1,0,2,3,,,1,1,jasp,NO
A1,A1-18,A1-18-2a,1,2,12,1,3,0,,,,,1,1,,NO
A1,A1-18,A1-18-2a,1,2,12,1,3,2,,,,,1,1,,NO
A1,A1-18,A1-18-2a,1,2,3,1,2,0,2,,,,1,1,,NO
A1,A1-18,A1-18-2a,1,1,3,2,2,3,2,,,,1,1,,NO
A1,A1-18,A1-18-2a,1,1,3,1,2,3,2,,,,1,1,,NO
A1,A1-18,A1-18-2a,1,2,3,2,2,2,0,,,,1,1,,NO
A1,A1-18,A1-18-2a,1,2,3,1,1,0,2,,,,1,1,,NO
A1,A1-18,A1-18-2a,1,3,3,1,2,0,2,,,,PATINA,1,,NO
A1,A1-18,A1-18-2a,1,2,3,1,2,1,2,,,,1,1,,NO
A1,A1-18,A1-18-2a,1,1,3,1,2,0,2,,,,1,1,,NO
A1,A1-18,A1-18-2a,1,2,6,1,1,0,0,,,,1,2,,NO
A1,A1-18,A1-18-2a,1,3,6,1,2,0,0,,,,1,1,,SI
A1,A1-18,A1-18-2a,1,2,6,2,1,0,0,,,,1,1,,NO
A1,A1-18,A1-18-2a,1,2,6,1,2,0,0,,,,1,3,,NO
A1,A1-18,A1-18-2a,1,2,6,1,2,2,0,,,,1,2,,SI
A1,A1-18,A1-18-2a,1,2,6,1,1,0,0,,,,1,3,,SI
A1,A1-18,A1-18-2b,1,1,3,1,1,1,0,,3,S,1,1,dent de falç,NO
A1,A1-18,A1-18-2b,1,2,5,2,1,0,0,3,15,S,1,1,,NO
A1,A1-18,A1-18-2b,1,2,4,2,2,0,0,3,,,1,1,,NO
A1,A1-18,A1-18-2b,1,2,12,1,2,3,,,,,1,1,,NO
A1,A1-18,A1-18-2b,1,2,12,1,2,0,,,,,1,1,,NO
A1,A1-18,A1-18-2b,1,2,3,1,2,0,2,,,,1,1,,NO
A1,A1-18,A1-18-2b,1,2,3,2,2,1,2,,,,1,1,,NO
