cat,subsect_ID,valley,area_kmsq,lithic_density,total_lithics,total_retouched,retouch_freq,flakes,blades,bladelets,flake_cores,blade_cores,chunks,core_rejuv,flake_tech,blade_tech,ret_flakes,geometrics,microburins,bldt_utilized,bldt_ret,bkd_pieces,bkd_pts,drills,proj_pts,total_backed,dent_sickl,MPaleo_types,UPaleo_types,Neol1_types,Neol2_types,Neol_types,settlmnt_wt,MPaleo_TI,MPaleo_SII,MPaleo_SII_ntile,UPaleo_TI,UPaleo_SII,UPaleo_SII_ntile,LUPaleo_TI,LUPaleo_SII,LUPaleo_SII_ntl,Neol1_TI,Neol1_SII,Neol1_SII_ntl,Neol2_TI,Neol2_SII,Neol2_SII_ntl,elev_min,elev_max,elev_range,elev_mean,elev_stddev,elev_variance,elev_cf_var,distcoast,distcoast_30ka,distcoast_18ka,distcoast_13ka,val_elev
916,SB-12-3,Polop,0.018474,162.39038648912,3,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,50,0.1,0.05,0,0.1,0.05,0,0.7,0.35,75,0.5,0.25,0,803,817,14,813.657754010695,4.12251951457667,16.9951671480654,0.506665055947157,31365.963776,34461.122165,34461.122165,33920.182347,"""809m Polop"""
917,SB-12-4,Polop,0.00828,362.31884057971,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,50,0.1,0.05,0,0.1,0.05,0,0.1,0.05,0,0,0,0,807,820,13,816.256097560976,2.49785749955403,6.23929208807829,0.306013946727967,31313.564695,34413.641789,34413.641789,33872.310192,"""809m Polop"""
918,SB-12-5,Polop,0.032678,306.0162800661,10,0,0,6,0,0,3,1,10,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,50,0.7,0.35,75,0.5,0.25,75,0.3,0.15,50,0,0,0,801,831,30,813.901840490798,8.23073301339489,67.7449659377885,1.01126850977897,31249.099258,34325.865316,34325.865316,33785.93333,"""809m Polop"""
919,SB-12-6,Polop,0.004773,5028.28409805154,24,0,0,21,0,0,3,0,35,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0.3,75,0.1,0.1,50,0.1,0.1,50,0.5,0.5,90,0.9,0.9,90,808,820,12,813.666666666667,3.85861230093008,14.8888888888889,0.474225190610005,31560.328566,34676.968068,34676.968068,34134.93381,"""809m Polop"""
921,SB-12-8,Polop,0.089064,202.101859337106,18,2,0.11,11,0,0,6,1,37,0,17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.23,50,0.5,0.38,75,0.5,0.38,75,0.7,0.53,90,0.5,0.38,50,808,838,30,826.47928331467,5.8231559559237,33.9091452870097,0.704573735057146,31347.408185,34509.758068,34509.758068,33964.499073,"""809m Polop"""
920,SB-12-7,Polop,0.004011,997.25754176016,4,0,0,3,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.23,50,0.1,0.08,50,0.1,0.08,50,0.1,0.08,0,0,0,0,817,829,12,825.820512820513,1.79560424615776,3.22419460881979,0.217432749402778,31486.237224,34657.389752,34657.389752,34111.769092,"""809m Polop"""
922,SB-12-9,Polop,0.03901,281.978979748782,11,0,0,10,0,0,1,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.23,50,0.1,0.08,50,0.1,0.08,50,0.1,0.08,0,0,0,0,789,807,18,797.649616368287,3.23385125979394,10.4577939704708,0.405422530573978,31286.127838,34279.052855,34279.052855,33744.578629,"""809m Polop"""
923,SB-14-1,Polop,0.012811,78.0579189758801,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.05,0,0.7,0.35,75,0.5,0.25,75,0.3,0.15,50,0,0,0,744,756,12,749.178294573643,4.39776125639389,19.3403040682392,0.587011301348052,31253.600047,33606.838664,33606.838664,33114.953079,"""809m Polop"""
924,SB-14-2,Polop,0.028817,277.613908456814,8,2,0.25,6,0,0,2,0,5,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0.1,0.05,0,0.1,0.05,0,0.1,0.05,0,0,0,0,742,756,14,745.59375,4.05751563887587,16.4634331597222,0.54419925581134,31288.56565,33617.319535,33617.319535,33127.175847,"""809m Polop"""
926,SB-15-1,Polop,0.017438,172.038077761211,3,0,0,0,0,0,3,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.23,50,0.1,0.08,50,0.1,0.08,50,0.1,0.08,0,0,0,0,736,746,10,740.913793103448,2.01104264225211,4.04429250895635,0.27142734566035,31230.098824,33456.371912,33456.371912,32978.817674,"""809m Polop"""
928,SB-15-3,Polop,0.015986,125.109470786939,2,1,0.5,1,1,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.3,0.15,50,0.9,0.45,75,0.5,0.25,75,0.3,0.15,50,0,0,0,736,743,7,737.05625,2.2479070126536,5.05308593753725,0.304984458466176,31138.686807,33367.214725,33367.214725,32888.568958,"""809m Polop"""
929,SB-15-4,Polop,0.018387,217.545004622831,4,1,0.25,2,0,0,1,1,21,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.75,0.3,0.23,50,0.5,0.38,75,0.5,0.38,75,0.3,0.23,50,0.9,0.68,75,731,736,5,733.20320855615,2.27080761960227,5.15656724524371,0.30971054042085,31053.394677,33282.354491,33282.354491,32803.489268,"""809m Polop"""
930,SB-3-1,Polop,0.041273,4021.99985462651,166,16,0.1,121,18,10,10,7,49,0,131,35,4,0,0,3,0,1,0,0,1,1,0,4,3,0,1,0,1,0.3,0.3,75,0.3,0.3,50,0.3,0.3,75,0.5,0.5,90,0.9,0.9,90,802,822,20,809.727710843374,4.20791890449606,17.7065815068153,0.519670853318493,31674.591086,34590.870205,34590.870205,34061.962033,"""809m Polop"""
931,SB-3-2,Polop,0.040088,1696.26820993814,68,9,0.13,54,5,6,2,0,36,1,56,11,4,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0.9,0.3,0.27,75,0.3,0.27,50,0.3,0.27,75,0.7,0.63,90,0.5,0.45,50,800,811,11,805.0375,3.32206167161298,11.03609375,0.412659245266584,31606.445726,34552.476895,34552.476895,34021.526569,"""809m Polop"""
932,SB-3-3,Polop,0.049081,1202.09449685214,59,4,0.07,48,2,4,5,0,67,0,53,6,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0.75,0.3,0.23,50,0.3,0.23,50,0.3,0.23,50,0.5,0.38,75,0.9,0.68,75,796,811,15,803.771717171717,4.66952380943551,21.8044526068851,0.580951495266151,31490.914904,34456.255256,34456.255256,33923.87655,"""809m Polop"""
933,SB-3-4,Polop,0.023879,4774.06926588216,114,10,0.09,82,7,11,12,2,69,0,94,20,4,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0.9,0.7,0.63,90,0.7,0.63,90,0.5,0.45,90,0.3,0.27,75,0,0,0,803,815,12,809.382352941176,2.5718301712988,6.61431043000281,0.31775219239129,31499.477581,34500.587531,34500.587531,33965.902276,"""809m Polop"""
934,SB-3-5,Polop,0.017142,3266.83000816707,56,4,0.07,40,2,4,6,4,40,0,46,10,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.9,0.7,0.63,90,0.9,0.81,90,0.5,0.45,90,0.3,0.27,75,0,0,0,807,818,11,813.172413793103,2.51527241526846,6.32659532301042,0.309316003913092,31512.779676,34539.627611,34539.627611,34003.297987,"""809m Polop"""
935,SB-3-6,Polop,0.060088,149.780322194115,9,2,0.22,9,0,0,0,0,4,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.23,50,0.1,0.08,50,0.1,0.08,50,0.1,0.08,0,0,0,0,797,822,25,811.701168614357,3.51469825300029,12.3531038096433,0.433003966102473,31704.304868,34587.726132,34587.726132,34061.01228,"""809m Polop"""
936,SB-3-7,Polop,0.017768,675.371454299865,12,0,0,8,0,0,3,1,18,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.23,50,0.7,0.53,75,0.5,0.38,75,0.3,0.23,50,0,0,0,804,817,13,811.728813559322,4.35370032294305,18.9547065019944,0.536349116874718,31784.404045,34641.970038,34641.970038,34117.073659,"""809m Polop"""
937,SB-3-8,Polop,0.057142,350.005250078751,20,1,0.05,16,0,0,4,0,18,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.3,0.27,75,0.1,0.09,50,0.1,0.09,50,0.5,0.45,75,0.9,0.81,75,791,808,17,799.649214659686,4.91791115908024,24.185850168606,0.615008564870935,31435.636384,34319.958682,34319.958682,33792.777964,"""809m Polop"""
939,SB-5-2,Polop,0.022802,87.7116042452416,2,0,0,2,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,50,0.1,0.05,0,0.1,0.05,0,0.1,0.05,0,0,0,0,826,841,15,833.480176211454,4.30585135786934,18.5403559160653,0.516611130146058,31931.878022,34963.851092,34963.851092,34427.799916,"""809m Polop"""
941,SB-5-4,Polop,0.041636,168.123739071957,7,1,0.14,6,0,0,1,0,20,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.75,0.5,0.38,75,0.1,0.08,50,0.1,0.08,50,0.7,0.53,90,0.5,0.38,50,817,829,12,821.891041162228,3.92116528249517,15.3755371726454,0.477090646583796,31728.263964,34773.789928,34773.789928,34236.569337,"""809m Polop"""
945,SB-7-9,Polop,0.014894,335.705653283201,5,0,0,3,0,0,2,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.23,50,0.1,0.08,50,0.1,0.08,50,0.1,0.08,0,0,0,0,835,842,7,835.755102040816,1.92580696659693,3.70873247259328,0.23042718637246,31979.06542,35208.951778,35208.951778,34660.285205,"""809m Polop"""
946,SB-7-3,Polop,0.026548,376.676209130631,10,0,0,4,0,0,6,0,28,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.23,50,0.1,0.08,50,0.1,0.08,50,0.1,0.08,0,0,0,0,845,854,9,847.702290076336,2.94528904863674,8.67472758001954,0.347443799918426,32223.695939,35494.710206,35494.710206,34943.767271,"""809m Polop"""
947,SB-7-4,Polop,0.026327,569.757283397273,15,0,0,5,0,0,9,1,20,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.23,50,0.7,0.53,75,0.5,0.38,75,0.3,0.23,50,0,0,0,847,859,12,854.984790874525,1.83951056011739,3.38379910078339,0.215151261139492,32306.918464,35639.286044,35639.286044,35084.581476,"""809m Polop"""
948,SB-7-5,Polop,0.035411,169.43887492587,6,1,0.17,3,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.3,0.15,50,0.7,0.35,75,0.1,0.05,0,0.1,0.05,0,0,0,0,845,857,12,851.351123595506,4.09271398051556,16.7503077263075,0.480731612032275,32161.031302,35500.032414,35500.032414,34944.719674,"""809m Polop"""
950,SB-7-7,Polop,0.024674,283.699440706817,7,0,0,5,0,0,1,1,33,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.3,0.27,75,0.7,0.63,90,0.5,0.45,90,0.3,0.27,75,0,0,0,839,857,18,844.360655737705,3.70879675102853,13.7551733404398,0.439243198487051,32127.401119,35428.314169,35428.314169,34875.35433,"""809m Polop"""
950,SB-7-7,Polop,0.024674,283.699440706817,7,0,0,5,0,0,1,1,33,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.3,0.27,75,0.7,0.63,90,0.5,0.45,90,0.3,0.27,75,0,0,0,839,857,18,844.360655737705,3.70879675102853,13.7551733404398,0.439243198487051,32127.401119,35428.314169,35428.314169,34875.35433,"""809m Polop"""
948,SB-7-5,Polop,0.035411,169.43887492587,6,1,0.17,3,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.3,0.15,50,0.7,0.35,75,0.1,0.05,0,0.1,0.05,0,0,0,0,845,857,12,851.351123595506,4.09271398051556,16.7503077263075,0.480731612032275,32161.031302,35500.032414,35500.032414,34944.719674,"""809m Polop"""
952,SB-8-1,Polop,0.027596,760.979852152486,21,1,0.05,13,0,0,8,0,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.75,0,0,0,0.1,0.08,50,0.1,0.08,50,0.1,0.08,0,0,0,0,841,854,13,845.485507246377,2.90236162523224,8.42370300362075,0.343277513376286,31988.704161,35290.080913,35290.080913,34736.906729,"""809m Polop"""
953,SB-8-3,Polop,0.024236,1114.04522198383,27,0,0,13,0,0,14,0,70,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.3,0.27,75,0.1,0.09,50,0.1,0.09,50,0.1,0.09,50,0,0,0,855,866,11,860.195918367347,3.04161337313978,9.25141191166274,0.353595420321543,31944.66848,35329.731793,35329.731793,34771.249362,"""809m Polop"""
954,SB-9-1,Polop,0.015289,4186.01608999935,64,7,0.11,60,2,0,2,0,77,0,62,2,3,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0.7,0.7,90,0.9,0.9,90,0.5,0.5,90,0.3,0.3,75,0,0,0,828,841,13,837.32,4.9964253888826,24.9642666666706,0.596716355620623,31819.173097,35045.678644,35045.678644,34497.007215,"""809m Polop"""
955,SB-9-3,Polop,0.049945,320.352387626389,16,2,0.13,13,1,0,2,0,24,0,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.23,50,0.7,0.53,75,0.5,0.38,75,0.3,0.23,50,0,0,0,830,841,11,835.466,3.36345715001423,11.3128439999819,0.402584563586577,31611.728014,34846.213646,34846.213646,34296.749199,"""809m Polop"""
956,SB-9-4,Polop,0.024835,281.860277833702,7,1,0.14,7,0,0,0,0,15,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.23,50,0.1,0.08,50,0.1,0.08,50,0.1,0.08,0,0,0,0,822,833,11,828.02024291498,2.8730908362052,8.25465095308628,0.346983163852457,31627.649421,34824.862262,34824.862262,34277.784063,"""809m Polop"""
957,SB-9-5,Polop,0.002038,490.677134445535,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.23,50,0.1,0.08,50,0.1,0.08,50,0.1,0.08,0,0,0,0,821,826,5,821.826086956522,1.3721507685282,1.88279773157252,0.166963642345511,31715.897442,34891.015483,34891.015483,34345.467102,"""809m Polop"""
960,SB-15-5,Polop,0.007793,1539.84344924933,12,2,0.17,6,0,0,4,2,12,0,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.3,0.27,75,0.7,0.63,90,0.5,0.45,90,0.3,0.27,75,0,0,0,726,733,7,731.480519480519,0.975150865569279,0.950919210620515,0.133311939224548,30989.263281,33219.34855,33219.34855,32739.934651,"""809m Polop"""
963,SB-7-10,Polop,0.018601,161.281651524112,3,0,0,2,0,0,0,1,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,50,0.7,0.35,75,0.5,0.25,75,0.3,0.15,50,0,0,0,822,837,15,827.779569892473,4.1490783829597,17.2148514279435,0.501229860444449,31874.144945,35069.141073,35069.141073,34522.547583,"""809m Polop"""
965,SB-7-2,Polop,0.016281,61.4212886186352,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.08,0,0.1,0.03,0,0.1,0.03,0,0.1,0.03,0,0,0,0,843,856,13,849,2.75193944913534,7.57317073170732,0.32413892215964,32285.526268,35554.428354,35554.428354,35003.701401,"""809m Polop"""
966,SB-8-2,Polop,0.051132,488.930610967692,25,4,0.16,16,0,0,9,0,14,0,25,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.75,0.7,0.53,90,0.7,0.53,75,0.1,0.08,50,0.1,0.08,0,0,0,0,848,857,9,852.937007874016,2.7672096622615,7.65744931491341,0.324433063252689,31982.795846,35328.471546,35328.471546,34772.504635,"""809m Polop"""
967,SB-5-6,Polop,0.01897,158.144438587243,3,1,0.33,3,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,50,0.1,0.05,0,0.1,0.05,0,0.1,0.05,0,0,0,0,811,820,9,814.047120418848,2.14473166316136,4.5998739069669,0.263465296954535,31553.577444,34612.660411,34612.660411,34074.312021,"""809m Polop"""
