bag_number,date,region,stratum,sector,subsector,site,abraded,edge_damage,technological_class,completeness,size_class,cortex,platform_type,blade_section,retouched_tool_type,retouch_mode,sheen,count,length,width,thickness,total,notes
387,12/31/1988,Serpis,XI,,,AC-66,1,3,3,2,1,1,2,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,2,,6,,1,,,,,,,2,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,3,6,,1,,,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,6,,1,,,,,,,26,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,3,6,,2,,,,,,,4,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,6,,2,,,,,,,14,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,1.2,2,2,1,,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,1.2,1,1,3,,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,4,2,1,2,0,1,,,,1,16.2,15.1,5.4,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,4,2,2,2,2,2,,,,1,30.9,13.4,7.5,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,4,2,1,2,0,1,,,,1,16,12.6,4.1,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,4,2,2,1,0,3,15,S,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,5,2,1,1,2,1,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,5,2,1,1,0,2,,,,1,10,6.6,2.2,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,4,2,2,1,0,3,3.1,S,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,5,2,1,1,0,2,7,A,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,1,1,1,0,,14,S,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,1,2,1,2,,3.2,S,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,2,1,2,1,2,,,,,1,0,0,0,2760,cresta
389,12/31/1992,Serpis,XI,,,AC-66c,2,,6,,2,,,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,1,6,,1,,,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,2,1,1,1,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,3,3,2,1,1,3,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,2,1,1,2,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,2,1,1,0,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,3,3,1,1,1,2,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,2,1,1,2,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,2,1,2,2,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,2,1,3,2,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,2,1,2,2,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,1,1,1,0,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,2,1,1,2,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,2,1,2,0,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,2,1,1,0,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,2,1,1,3,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,1,1,1,2,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,2,1,1,2,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,3,3,1,2,1,2,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,3,3,2,2,1,1,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,1,2,1,2,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,1,2,1,2,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,3,3,2,2,1,2,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,2,2,1,2,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,1,2,1,2,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,2,2,1,2,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,2,2,1,0,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,2,2,1,2,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,1,2,1,2,,,,,1,0,0,0,2760,
389,12/31/1992,Serpis,XI,,,AC-66c,1,2,3,2,2,2,0,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,6,,1,,,,,,,31,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,1,6,,1,,,,,,,3,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,6,,3,,,,,,,3,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,2,,6,,2,,,,,,,2,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,6,,2,,,,,,,22,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,3,6,,2,,,,,,,2,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,1.2,1,2,1,,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,1.2,1,2,2,,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,1.2,2,2,1,,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,1.2,1,2,1,,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,1.2,1,1,1,,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,1.3,1,2,1,,,,,,1,0,0,0,2760,mixto
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,1.3,1,2,1,,,,,,1,0,0,0,2760,mixto
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,2,1,2,1,2,,,,,1,0,0,0,2760,avivado
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,4,2,2,1,0,1,,,,1,21.7,15.7,4.4,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,4,2,1,1,0,1,8,A,,1,16.3,12.7,3.3,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,4,2,1,1,0,2,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,4,2,1,1,2,2,,,,1,17.3,0,2.5,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,4,1,2,1,3,1,,,,1,28.8,12.7,4.4,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,5,2,1,1,0,2,,,,1,18.2,10.6,2.9,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,5,2,1,1,0,1,,,,1,15.3,8.8,1.9,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,5,2,1,1,0,1,,,,1,10.9,8.9,2.6,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,5,2,2,1,2,3,,,,1,27.1,8.7,2.8,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,5,2,1,1,0,3,15,S,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,1,2,1,2,,3.1,S,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,1,2,1,0,,3.1,"S
A",2,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,3,6,,1,,,,,,,3,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,1,1,2,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,3,3,2,1,1,1,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,1,1,0,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,1,1,1,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,1,1,1,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,1,1,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,1,1,1,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,1,1,0,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,1,1,3,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,1,1,0,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,1,1,1,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,1,1,0,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,1,1,1,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,1,1,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,1,2,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,1,1,2,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,1,1,0,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,1,1,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,3,3,2,1,1,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,1,1,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,1,1,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,1,1,0,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,1,2,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,1,3,2,1,1,0,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,1,3,1,1,1,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,1,3,2,1,1,0,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,1,3,1,1,1,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,1,3,2,1,1,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,1,2,2,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,1,2,2,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,3,3,1,2,1,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,2,1,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,2,1,0,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,1,2,2,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,2,1,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,3,3,1,2,3,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,2,1,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,1,2,1,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,2,1,0,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,2,2,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,2,2,1,0,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,2,3,1,2,1,2,,,,,1,0,0,0,2760,
390,12/31/1992,Serpis,XI,,,AC-66b,1,3,3,1,2,1,2,,,,,1,0,0,0,2760,
417,,Serpis,XI,,,AC-81,1,3,6,,2,,,,,,,1,0,0,0,2760,
417,,Serpis,XI,,,AC-81,1,2,6,,2,,,,,,,4,0,0,0,2760,
417,,Serpis,XI,,,AC-81,1,2,6,,1,,,,,,,8,0,0,0,2760,
417,,Serpis,XI,,,AC-81,1,2,1.3,2,2,1,,,,,,1,0,0,0,2760,
417,,Serpis,XI,,,AC-81,1,2,1.2,2,2,2,,,,,,1,0,0,0,2760,
417,,Serpis,XI,,,AC-81,1,2,4,1,2,1,0,1,101,"A
S",,1,0,0,0,2760,
417,,Serpis,XI,,,AC-81,1,2,3,2,1,1,0,,14,S,,1,0,0,0,2760,
417,,Serpis,XI,,,AC-81,1,3,3,2,2,2,1,,,,,1,0,0,0,2760,
417,,Serpis,XI,,,AC-81,1,3,3,2,2,3,0,,,,,1,0,0,0,2760,
417,,Serpis,XI,,,AC-81,1,2,3,1,2,1,2,,,,,1,0,0,0,2760,
417,,Serpis,XI,,,AC-81,1,3,3,1,2,1,2,,,,,1,0,0,0,2760,
417,,Serpis,XI,,,AC-81,1,2,3,2,2,1,2,,,,,1,0,0,0,2760,
417,,Serpis,XI,,,AC-81,1,3,3,2,2,1,0,,,,,1,0,0,0,2760,
417,,Serpis,XI,,,AC-81,1,3,3,2,1,1,2,,,,,1,0,0,0,2760,
417,,Serpis,XI,,,AC-81,1,2,3,2,1,2,0,,,,,1,0,0,0,2760,
417,,Serpis,XI,,,AC-81,1,2,5,2,1,1,0,1,,,,1,0,0,0,2760,
432,,Serpis,,,,AC-41,1,2,6,,1,,,,,,,3,0,0,0,2760,
432,,Serpis,,,,AC-41,1,3,6,,1,,,,,,,1,0,0,0,2760,
432,,Serpis,,,,AC-41,1,2,3,2,2,3,1,,,,,1,0,0,0,2760,
346,,Serpis,XLVI,,XLVI-8-13?,,1,3,6,,1,,,,,,,1,0,0,0,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,6,,1,,,,,,,4,0,0,0,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,1.2,1,2,1,,,,,,1,0,0,0,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,1.2,1,2,2,,,,,,1,0,0,0,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,3,1,2,3,2,,,,,1,0,0,0,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,3,2,2,2,0,,,,,1,0,0,0,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,3,1,2,3,2,,,,,1,0,0,0,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,3,2,2,1,2,,,,,1,0,0,0,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,3,2,1,1,2,,,,,1,0,0,0,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,3,2,1,1,2,,,,,1,0,0,0,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,3,1,1,1,2,,,,,1,0,0,0,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,3,2,1,1,2,,,,,1,0,0,0,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,3,2,1,1,2,,,,,1,0,0,0,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,4,2,1,1,0,2,,,,1,12.5,0,4.4,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,4,2,1,1,0,1,,,,1,10.2,15.5,4,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,4,2,1,1,3,1,,,,1,14.7,14.3,3.7,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,4,2,2,1,0,3,,,,1,22.7,12,6.1,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,5,2,1,1,3,1,,,,1,14.6,0,3.3,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,5,2,1,1,3,2,,,,1,16.3,9.5,3.8,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,5,2,1,1,0,2,,,,1,10.5,7.4,2.5,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,3,5,2,2,1,0,1,,,,1,19.7,9.5,3.4,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,4,2,1,2,0,1,15,S,,1,19.3,0,4.9,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,4,2,2,1,2,1,15,P,,1,29.9,19.4,3.9,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,4,2,1,1,0,1,8,A,,1,0,0,0,2760,aig�era murs iberics. X. Vilaplana
346,,Serpis,XLVI,,XLVI-8-13?,,1,2,3,2,1,1,0,,13,"S
P",,1,0,0,0,2760,aig�era murs iberics. X. Vilaplana
418,12/31/1988,Serpis,XI,XI-3,XI-3-10,AC-69,1,2,6,,2,,,,,,,4,0,0,0,2760,
418,12/31/1988,Serpis,XI,XI-3,XI-3-10,AC-69,1,3,6,,2,,,,,,,5,0,0,0,2760,
418,12/31/1988,Serpis,XI,XI-3,XI-3-10,AC-69,1,3,6,,1,,,,,,,3,0,0,0,2760,
418,12/31/1988,Serpis,XI,XI-3,XI-3-10,AC-69,1,2,6,,1,,,,,,,16,0,0,0,2760,
418,12/31/1988,Serpis,XI,XI-3,XI-3-10,AC-69,1,2,1.2,2,2,2,,,,,,1,0,0,0,2760,
418,12/31/1988,Serpis,XI,XI-3,XI-3-10,AC-69,1,2,3,1,2,2,2,,14,S,,1,0,0,0,2760,
418,12/31/1988,Serpis,XI,XI-3,XI-3-10,AC-69,1,2,4,2,2,1,0,1,8,"A
S",,1,0,0,0,2760,
418,12/31/1988,Serpis,XI,XI-3,XI-3-10,AC-69,1,2,?,2,1,1,0,,13,P,,1,0,0,0,2760,
418,12/31/1988,Serpis,XI,XI-3,XI-3-10,AC-69,1,2,3,2,2,1,0,,"2
14",S,,1,0,0,0,2760,
418,12/31/1988,Serpis,XI,XI-3,XI-3-10,AC-69,1,2,3,2,1,2,2,,,,,1,0,0,0,2760,
418,12/31/1988,Serpis,XI,XI-3,XI-3-10,AC-69,1,2,3,2,1,2,1,,,,,1,0,0,0,2760,
418,12/31/1988,Serpis,XI,XI-3,XI-3-10,AC-69,1,3,3,2,1,1,0,,,,,1,0,0,0,2760,
418,12/31/1988,Serpis,XI,XI-3,XI-3-10,AC-69,1,2,3,2,2,3,2,,,,,1,0,0,0,2760,
418,12/31/1988,Serpis,XI,XI-3,XI-3-10,AC-69,1,2,3,1,2,1,2,,,,,1,0,0,0,2760,
418,12/31/1988,Serpis,XI,XI-3,XI-3-10,AC-69,1,2,3,2,2,3,2,,,,,1,0,0,0,2760,
418,12/31/1988,Serpis,XI,XI-3,XI-3-10,AC-69,1,2,3,1,2,1,2,,,,,1,0,0,0,2760,
418,12/31/1988,Serpis,XI,XI-3,XI-3-10,AC-69,1,3,3,2,2,2,2,,,,,1,0,0,0,2760,
418,12/31/1988,Serpis,XI,XI-3,XI-3-10,AC-69,1,2,3,1,2,1,2,,,,,1,0,0,0,2760,
419,12/31/1991,Serpis,XI,XI-3,XI-3-10,AC-69,2,,6,,1,,,,,,,2,0,0,0,2760,
419,12/31/1991,Serpis,XI,XI-3,XI-3-10,AC-69,1,2,6,,1,,,,,,,1,0,0,0,2760,
419,12/31/1991,Serpis,XI,XI-3,XI-3-10,AC-69,1,3,6,,2,,,,,,,1,0,0,0,2760,
419,12/31/1991,Serpis,XI,XI-3,XI-3-10,AC-69,1,2,6,,2,,,,,,,2,0,0,0,2760,
419,12/31/1991,Serpis,XI,XI-3,XI-3-10,AC-69,1,2,3,2,2,1,0,,,,,1,0,0,0,2760,
419,12/31/1991,Serpis,XI,XI-3,XI-3-10,AC-69,1,2,4,2,2,1,0,1,,,,1,0,0,0,2760,
419,12/31/1991,Serpis,XI,XI-3,XI-3-10,AC-69,1,2,5,2,1,1,0,1,3.1,S,2,1,0,0,0,2760,
420,12/31/1993,Serpis,XI,XI-8,,,1,2,6,,2,,,,,,,2,0,0,0,2760,X. vilaplana
420,12/31/1993,Serpis,XI,XI-8,,,1,3,6,,2,,,,,,,2,0,0,0,2760,X. vilaplana
420,12/31/1993,Serpis,XI,XI-8,,,2,,6,,2,,,,,,,1,0,0,0,2760,X. vilaplana
420,12/31/1993,Serpis,XI,XI-8,,,1,2,6,,1,,,,,,,4,0,0,0,2760,X. vilaplana
420,12/31/1993,Serpis,XI,XI-8,,,1,3,6,,1,,,,,,,1,0,0,0,2760,X. vilaplana
420,12/31/1993,Serpis,XI,XI-8,,,1,2,3,2,1,3,1,,,,,1,0,0,0,2760,X. vilaplana
420,12/31/1993,Serpis,XI,XI-8,,,1,2,3,2,2,1,0,,,,,1,0,0,0,2760,X. vilaplana
414,,Serpis,XI,XI-9,XI-9-3,AC-67,1,2,6,,2,,,,,,,1,0,0,0,2760,
414,,Serpis,XI,XI-9,XI-9-3,AC-67,1,3,6,,1,,,,,,,1,0,0,0,2760,
414,,Serpis,XI,XI-9,XI-9-3,AC-67,1,2,6,,1,,,,,,,1,0,0,0,2760,
415,12/31/1990,Serpis,XI,XI-9,XI-9-3/5,AC-67-68,1,3,6,,2,,,,,,,2,0,0,0,2760,
415,12/31/1990,Serpis,XI,XI-9,XI-9-3/5,AC-67-68,1,2,6,,1,,,,,,,1,0,0,0,2760,
415,12/31/1990,Serpis,XI,XI-9,XI-9-3/5,AC-67-68,1,3,3,1,2,1,2,,,,,1,0,0,0,2760,
415,12/31/1990,Serpis,XI,XI-9,XI-9-3/5,AC-67-68,1,2,3,2,2,3,0,,8,A,,1,0,0,0,2760,
416,,Serpis,XI,XI-9,XI-9-5,AC-68,1,2,6,,2,,,,,,,3,0,0,0,2760,
416,,Serpis,XI,XI-9,XI-9-5,AC-68,1,2,6,,1,,,,,,,7,0,0,0,2760,
416,,Serpis,XI,XI-9,XI-9-5,AC-68,1,3,6,,1,,,,,,,2,0,0,0,2760,
416,,Serpis,XI,XI-9,XI-9-5,AC-68,1,2,3,1,2,1,2,,,,,1,0,0,0,2760,
416,,Serpis,XI,XI-9,XI-9-5,AC-68,1,3,3,1,2,2,1,,,,,1,0,0,0,2760,
416,,Serpis,XI,XI-9,XI-9-5,AC-68,1,2,3,2,1,1,2,,,,,1,0,0,0,2760,
416,,Serpis,XI,XI-9,XI-9-5,AC-68,1,2,5,2,1,1,2,3,,,,1,18,10.7,4.2,2760,
416,,Serpis,XI,XI-9,XI-9-5,AC-68,1,2,5,2,1,1,2,2,,,,1,14.5,7.1,2.9,2760,
416,,Serpis,XI,XI-9,XI-9-5,AC-68,1,2,4,2,1,1,0,2,15,S,,1,14.3,0,4.2,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,2,,6,,3,,,,,,,1,0,0,0,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,2,,6,,2,,,,,,,3,0,0,0,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,1,3,6,,2,,,,,,,11,0,0,0,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,1,2,6,,2,,,,,,,5,0,0,0,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,1,2,6,,1,,,,,,,17,0,0,0,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,1,3,6,,1,,,,,,,3,0,0,0,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,1,3,6,,1,,,,,,,3,0,0,0,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,1,3,1.2,2,2,2,,,,,,1,0,0,0,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,1,2,1.2,2,2,1,,,,,,1,0,0,0,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,1,2,1.2,2,2,2,,,,,,1,0,0,0,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,1,3,1.2,2,2,1,,,,,,1,0,0,0,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,1,3,3,1,2,1,2,,,,,1,0,0,0,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,1,2,3,1,2,1,2,,,,,1,0,0,0,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,1,2,3,1,2,2,2,,,,,1,0,0,0,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,1,2,3,1,1,2,2,,,,,1,0,0,0,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,1,2,3,1,1,2,3,,,,,1,0,0,0,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,1,2,3,2,1,2,2,,,,,1,0,0,0,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,1,2,3,2,1,2,2,,,,,1,0,0,0,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,1,3,3,2,1,1,0,,,,,1,0,0,0,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,1,2,3,2,1,1,0,,,,,1,0,0,0,2760,
409,12/31/1987,Serpis,XIII,XIII-12,,,1,2,5,2,1,1,2,1,,,,1,14.2,8.9,9.6,2760,
